iter	Passed	Remaining
532	726	636
533	727	634
534	728	632
535	729	631
536	730	629
537	731	628
538	732	626
539	733	624
540	734	623
541	735	621
542	736	620
543	737	618
544	739	617
545	740	615
546	741	613
547	742	612
548	743	610
549	744	609
550	745	607
551	746	605
552	747	604
553	748	602
554	749	601
555	750	599
556	751	598
557	752	596
558	754	594
559	755	593
560	756	591
561	757	590
562	758	588
563	759	586
564	760	585
565	761	583
566	762	582
567	763	580
568	764	579
569	765	577
570	767	576
571	768	574
572	769	573
573	770	571
574	771	570
575	772	568
576	773	567
577	774	565
578	775	563
579	776	562
580	777	560
581	778	559
582	779	557
583	780	556
584	782	554
585	783	553
586	784	551
587	785	550
588	786	548
589	787	547
590	788	545
591	789	544
592	790	542
593	791	541
594	792	539
595	793	538
596	794	536
597	795	535
598	796	533
599	798	532
600	799	530
601	800	529
602	801	527
603	802	526
604	803	524
605	804	522
606	805	521
607	806	520
608	807	518
609	809	517
610	810	515
611	811	514
612	812	512
613	813	511
614	814	509
615	815	508
616	816	506
617	817	505
618	818	504
619	819	502
620	820	501
621	822	499
622	823	498
623	824	496
624	825	495
625	826	493
626	827	492
627	828	490
628	829	489
629	830	487
630	831	486
631	832	484
632	833	483
633	834	481
634	835	480
635	836	478
636	837	477
637	838	475
638	839	474
639	840	472
640	841	471
641	842	470
642	843	468
643	845	467
644	846	465
645	847	464
646	848	462
647	849	461
648	850	459
649	851	458
650	852	456
651	853	455
652	854	454
653	855	452
654	856	451
655	857	449
656	858	448
657	859	446
658	861	445
659	862	444
660	863	442
661	864	441
662	865	439
663	866	438
664	867	437
665	868	435
666	870	434
667	871	433
668	872	431
669	873	430
670	875	429
671	876	427
672	877	426
673	879	425
674	880	423
675	881	422
676	882	421
677	884	419
678	885	418
679	886	417
680	887	415
681	888	414
682	890	413
683	891	411
684	892	410
685	893	409
686	895	407
687	896	406
688	897	405
689	898	403
690	899	402
691	900	400
692	902	399
693	903	398
694	904	396
695	905	395
696	906	394
697	908	392
698	909	391
699	910	390
700	912	389
701	913	387
702	914	386
703	916	385
704	917	383
705	918	382
706	919	381
707	920	379
708	922	378
709	923	377
710	924	375
711	925	374
712	927	373
713	928	371
714	929	370
715	930	369
716	931	367
717	932	366
718	933	365
719	935	363
720	936	362
721	937	360
722	938	359
723	940	358
724	941	357
725	942	355
726	943	354
727	944	352
728	946	351
729	947	350
730	948	349
731	949	347
732	951	346
733	952	345
734	953	343
735	954	342
736	955	341
737	957	339
738	958	338
739	959	337
740	960	335
741	961	334
742	962	333
743	963	331
744	965	330
745	966	329
746	967	327
747	969	326
748	970	325
749	971	323
750	973	322
751	974	321
752	975	319
753	976	318
754	977	317
755	979	315
756	980	314
757	981	313
758	982	312
759	984	310
760	985	309
761	986	308
762	987	306
763	989	305
764	990	304
765	991	302
766	993	301
767	994	300
768	995	299
769	996	297
770	998	296
771	999	295
772	1000	293
773	1001	292
774	1003	291
775	1004	289
776	1005	288
777	1007	287
778	1008	286
779	1009	284
780	1011	283
781	1012	282
782	1014	281
783	1015	279
784	1016	278
785	1017	277
786	1019	275
787	1020	274
788	1021	273
789	1022	271
790	1023	270
791	1025	269
792	1026	267
793	1027	266
794	1028	265
795	1029	263
796	1030	262
797	1031	261
798	1032	259
799	1033	258
800	1035	257
801	1036	255
802	1038	254
803	1039	253
804	1040	252
805	1042	250
806	1044	249
807	1045	248
808	1046	247
809	1048	245
810	1049	244
811	1050	243
812	1051	241
813	1052	240
814	1054	239
815	1055	238
816	1056	236
817	1057	235
818	1059	234
819	1060	232
820	1061	231
821	1063	230
822	1064	228
823	1065	227
824	1067	226
825	1068	225
826	1070	223
827	1071	222
828	1072	221
829	1074	219
830	1075	218
831	1077	217
832	1078	216
833	1079	214
834	1080	213
835	1081	212
836	1082	210
837	1083	209
838	1084	208
839	1086	206
840	1087	205
841	1088	204
842	1090	203
843	1091	201
844	1092	200
845	1093	199
846	1094	197
847	1095	196
848	1096	195
849	1097	193
850	1098	192
851	1099	191
852	1100	189
853	1102	188
854	1103	187
855	1104	185
856	1106	184
857	1107	183
858	1108	181
859	1109	180
860	1110	179
861	1111	177
862	1112	176
863	1113	175
864	1114	173
865	1115	172
866	1116	171
867	1117	170
868	1119	168
869	1120	167
870	1121	166
871	1122	164
872	1123	163
873	1124	162
874	1125	160
875	1126	159
876	1127	158
877	1128	156
878	1129	155
879	1130	154
880	1132	152
881	1133	151
882	1134	150
883	1135	149
884	1136	147
885	1138	146
886	1139	145
887	1140	143
888	1141	142
889	1142	141
890	1143	139
891	1144	138
892	1146	137
893	1147	136
894	1148	134
895	1149	133
896	1150	132
897	1151	130
898	1152	129
899	1153	128
900	1154	126
901	1155	125
902	1156	124
903	1157	122
904	1159	121
905	1160	120
906	1161	119
907	1162	117
908	1163	116
909	1164	115
910	1166	113
911	1167	112
912	1168	111
913	1169	110
914	1170	108
915	1171	107
916	1172	106
917	1173	104
918	1174	103
919	1176	102
920	1177	101
921	1178	99
922	1179	98
923	1180	97
924	1181	95
925	1182	94
926	1183	93
927	1185	91
928	1186	90
929	1187	89
930	1188	88
931	1189	86
932	1190	85
933	1191	84
934	1192	82
935	1193	81
936	1194	80
937	1195	79
938	1196	77
939	1198	76
940	1199	75
941	1200	73
942	1201	72
943	1202	71
944	1203	70
945	1204	68
946	1205	67
947	1206	66
948	1207	64
949	1208	63
950	1209	62
951	1210	61
952	1212	59
953	1213	58
954	1214	57
955	1215	55
956	1216	54
957	1217	53
958	1218	52
959	1219	50
960	1220	49
961	1221	48
962	1222	46
963	1223	45
964	1225	44
965	1226	43
966	1227	41
967	1228	40
968	1229	39
969	1230	38
970	1231	36
971	1232	35
972	1233	34
973	1234	32
974	1235	31
975	1236	30
976	1237	29
977	1238	27
978	1240	26
979	1241	25
980	1242	24
981	1243	22
982	1244	21
983	1245	20
984	1246	18
985	1247	17
986	1248	16
987	1249	15
988	1250	13
989	1251	12
990	1252	11
991	1253	10
992	1254	8
993	1256	7
994	1257	6
995	1258	5
996	1259	3
997	1260	2
998	1261	1
999	1262	0
